Query,True EC,Predicted EC,Exact Match,First Number Match,First Number
G0L322,['3.2.1.81'],No EC number found,False,False,No EC number found
Q4ULI1,['1.15.1.1'],No EC number found,False,False,No EC number found
Q7XD96,['3.1.26.-'],No EC number found,False,False,No EC number found
Q559A2,['2.7.11.1'],2.7.11.1,True,True,2
O22216,['1.1.1.8'],No EC number found,False,False,No EC number found
P61434,['1.3.1.98'],No EC number found,False,False,No EC number found
Q97WI2,['3.1.1.96'],No EC number found,False,False,No EC number found
O80662,['2.5.1.18'],No EC number found,False,False,No EC number found
Q1LTH1,['3.1.1.29'],No EC number found,False,False,No EC number found
Q9VWA2,['3.5.4.12'],No EC number found,False,False,No EC number found
P97562,['1.17.99.3'],No EC number found,False,False,No EC number found
P68434,['1.3.-.-'],No EC number found,False,False,No EC number found
Q9ULT6,['2.3.2.27'],No EC number found,False,False,No EC number found
Q8N6M5,['3.5.3.4'],No EC number found,False,False,No EC number found
Q14DK4,['2.3.1.15'],No EC number found,False,False,No EC number found
Q5ZYK6,['5.1.1.7'],No EC number found,False,False,No EC number found
P64804,['2.5.1.17'],No EC number found,False,False,No EC number found
Q4L5P4,['6.1.1.5'],No EC number found,False,False,No EC number found
P94844,['1.17.1.8'],No EC number found,False,False,No EC number found
Q9FVV4,['3.6.4.13'],No EC number found,False,False,No EC number found
A1WYV6,['5.3.1.28'],No EC number found,False,False,No EC number found
B9N2B0,['2.8.1.8'],No EC number found,False,False,No EC number found
Q9HKS7,['6.1.1.22'],No EC number found,False,False,No EC number found
Q5HJT5,['1.3.1.-'],No EC number found,False,False,No EC number found
O35046,['3.4.16.-'],No EC number found,False,False,No EC number found
Q2RYV5,['1.6.5.11'],No EC number found,False,False,No EC number found
Q8KBJ9,['2.1.2.10'],No EC number found,False,False,No EC number found
Q9SF37,['3.6.4.12'],No EC number found,False,False,No EC number found
Q8SSC4,['2.7.7.6'],No EC number found,False,False,No EC number found
O43151,['1.14.11.n2'],No EC number found,False,False,No EC number found
O84101,['1.8.1.9'],No EC number found,False,False,No EC number found
P9WPF6,['2.7.7.41'],No EC number found,False,False,No EC number found
B4SIF5,['2.7.7.7'],No EC number found,False,False,No EC number found
Q58786,['2.6.1.83'],No EC number found,False,False,No EC number found
Q98QT4,['5.4.2.7'],No EC number found,False,False,No EC number found
P46579,['6.1.1.2'],No EC number found,False,False,No EC number found
Q211V0,['6.5.1.2'],No EC number found,False,False,No EC number found
Q978Z5,['6.1.1.16'],No EC number found,False,False,No EC number found
A9WGE2,['4.1.3.46'],No EC number found,False,False,No EC number found
Q5B7Z3,['4.2.2.2'],No EC number found,False,False,No EC number found
P97046,['3.6.3.44'],No EC number found,False,False,No EC number found
P41808,['2.7.11.24'],No EC number found,False,False,No EC number found
Q759U5,['2.1.1.233'],No EC number found,False,False,No EC number found
Q5GRU0,['3.1.-.-'],No EC number found,False,False,No EC number found
Q8DGI8,['3.1.-.-'],No EC number found,False,False,No EC number found
P53757,['5.-.-.-'],No EC number found,False,False,No EC number found
A3DBU3,['3.6.4.12'],No EC number found,False,False,No EC number found
P56465,['3.5.2.3'],No EC number found,False,False,No EC number found
P23253,['3.2.1.18'],No EC number found,False,False,No EC number found
Q04771,['2.7.11.30'],No EC number found,False,False,No EC number found
Q7KR10,['1.14.-.-'],No EC number found,False,False,No EC number found
P06733,['4.2.1.11'],No EC number found,False,False,No EC number found
B9LZU3,['2.7.8.26'],No EC number found,False,False,No EC number found
P37122,['1.14.-.-'],No EC number found,False,False,No EC number found
Q7VHT1,['4.2.3.4'],No EC number found,False,False,No EC number found
P0CQ99,['3.6.4.13'],No EC number found,False,False,No EC number found
Q9UTJ8,['3.6.-.-'],No EC number found,False,False,No EC number found
A1AW70,['2.1.2.11'],No EC number found,False,False,No EC number found
O94420,['3.1.3.-'],No EC number found,False,False,No EC number found
Q1IYG7,['4.1.1.11'],No EC number found,False,False,No EC number found
Q3SVI0,['1.2.1.41'],No EC number found,False,False,No EC number found
A9F3W3,['6.5.1.2'],6.5.1.2,True,True,6
Q9PPA9,['2.7.1.130'],No EC number found,False,False,No EC number found
Q9HWP3,['6.1.1.1'],No EC number found,False,False,No EC number found
Q4WPG0,['2.4.1.-'],No EC number found,False,False,No EC number found
O26011,['2.5.1.129'],No EC number found,False,False,No EC number found
Q96EP0,['2.3.2.27'],No EC number found,False,False,No EC number found
P47353,['2.7.4.8'],No EC number found,False,False,No EC number found
Q9V150,['4.2.1.20'],No EC number found,False,False,No EC number found
O67899,['2.7.9.2'],No EC number found,False,False,No EC number found
Q8FH00,['2.3.1.109'],No EC number found,False,False,No EC number found
Q59000,['5.3.1.9'],5.3.1.9,True,True,5
P20845,['3.2.1.1'],No EC number found,False,False,No EC number found
Q54CG9,['2.7.4.6'],2.7.4.6,True,True,2
Q7MMR4,['4.99.1.1'],No EC number found,False,False,No EC number found
D4GSW7,['2.8.1.-'],No EC number found,False,False,No EC number found
Q9V7G5,['1.14.-.-'],No EC number found,False,False,No EC number found
Q8CXG9,['5.4.99.25'],No EC number found,False,False,No EC number found
P70973,['5.4.99.12'],No EC number found,False,False,No EC number found
O42896,['1.-.-.-'],No EC number found,False,False,No EC number found
O33773,['4.2.1.19'],No EC number found,False,False,No EC number found
Q0QLF5,['1.1.1.291'],No EC number found,False,False,No EC number found
O27661,['5.99.1.2'],No EC number found,False,False,No EC number found
Q39RP1,['3.1.26.4'],No EC number found,False,False,No EC number found
P03763,['3.6.1.3'],No EC number found,False,False,No EC number found
Q5HPZ3,['2.4.2.9'],No EC number found,False,False,No EC number found
C9WMM5,['3.4.16.-'],No EC number found,False,False,No EC number found
Q8D1V8,['5.3.1.9'],No EC number found,False,False,No EC number found
A7LXT8,['3.2.1.55'],No EC number found,False,False,No EC number found
Q6MP18,['5.3.1.1'],No EC number found,False,False,No EC number found
P53757,['5.-.-.-'],No EC number found,False,False,No EC number found
Q9RC92,['3.2.1.179'],No EC number found,False,False,No EC number found
Q2KE82,['4.2.1.20'],No EC number found,False,False,No EC number found
Q8VWF8,['2.7.7.6'],No EC number found,False,False,No EC number found
Q9RNM2,['6.3.2.13'],No EC number found,False,False,No EC number found
Q1XDL5,['1.14.14.18'],No EC number found,False,False,No EC number found
Q9RU84,['1.1.1.267'],No EC number found,False,False,No EC number found
Q89A59,['5.1.3.1'],No EC number found,False,False,No EC number found
Q23237,['3.4.25.1'],No EC number found,False,False,No EC number found
Q9X1V3,['3.-.-.-'],No EC number found,False,False,No EC number found
D4AK45,['1.1.1.332'],No EC number found,False,False,No EC number found
O67328,['5.3.1.16'],No EC number found,False,False,No EC number found
P25856,['1.2.1.13'],No EC number found,False,False,No EC number found
Q9T080,['2.4.1.-'],No EC number found,False,False,No EC number found
Q9X895,['6.1.1.6'],No EC number found,False,False,No EC number found
Q6FML9,['3.1.-.-'],No EC number found,False,False,No EC number found
Q50744,['1.5.98.2'],No EC number found,False,False,No EC number found
C4XIJ3,['2.7.1.50'],No EC number found,False,False,No EC number found
O27479,['3.6.1.27'],No EC number found,False,False,No EC number found
Q5NMX3,['1.1.1.262'],No EC number found,False,False,No EC number found
Q9SAV3,['1.2.4.4'],No EC number found,False,False,No EC number found
Q8XAG1,['3.5.1.5'],No EC number found,False,False,No EC number found
Q9P6I0,['6.1.1.22'],No EC number found,False,False,No EC number found
Q6C7D2,['3.6.4.13'],No EC number found,False,False,No EC number found
P47449,['3.1.4.-'],3.1.4.-,True,True,3
Q5L145,['3.5.1.47'],No EC number found,False,False,No EC number found
A6UPK5,['2.5.1.19'],No EC number found,False,False,No EC number found
Q58VP7,['2.3.1.216'],No EC number found,False,False,No EC number found
O08437,['5.2.1.8'],No EC number found,False,False,No EC number found
P51250,['2.7.7.6'],No EC number found,False,False,No EC number found
O94448,['3.4.22.-'],3.4.26.1,False,True,3
C4ZDB0,['2.7.9.3'],No EC number found,False,False,No EC number found
P56081,['4.2.3.4'],No EC number found,False,False,No EC number found
Q8RYE9,['3.1.3.-'],No EC number found,False,False,No EC number found
Q54ZY3,['6.1.1.16'],6.1.1.16,True,True,6
Q9Z8U6,['1.1.1.49'],No EC number found,False,False,No EC number found
P9WI76,['2.7.11.1'],No EC number found,False,False,No EC number found
P24892,['1.6.5.3'],No EC number found,False,False,No EC number found
P32485,['2.7.11.24'],No EC number found,False,False,No EC number found
Q03002,['2.7.11.1'],No EC number found,False,False,No EC number found
P33283,['4.1.1.23'],No EC number found,False,False,No EC number found
Q9LH82,['3.6.1.3'],No EC number found,False,False,No EC number found
Q98PQ3,['6.3.4.2'],No EC number found,False,False,No EC number found
Q8TY00,['3.1.-.-'],No EC number found,False,False,No EC number found
Q9FLB5,['1.10.3.2'],No EC number found,False,False,No EC number found
Q9US33,['2.3.1.30'],No EC number found,False,False,No EC number found
P11718,['3.6.3.6'],No EC number found,False,False,No EC number found
P82861,['1.18.1.6'],No EC number found,False,False,No EC number found
Q1IU89,['3.1.-.-'],No EC number found,False,False,No EC number found
B2RH81,['3.1.3.5'],No EC number found,False,False,No EC number found
P42216,['2.7.7.38'],No EC number found,False,False,No EC number found
O42873,['4.1.1.1'],No EC number found,False,False,No EC number found
P55575,['1.-.-.-'],No EC number found,False,False,No EC number found
B9KFW0,['2.7.7.6'],No EC number found,False,False,No EC number found
Q8RXV3,['3.1.3.16'],No EC number found,False,False,No EC number found
Q492V0,['6.1.1.20'],No EC number found,False,False,No EC number found
Q2NHG2,['2.7.7.7'],No EC number found,False,False,No EC number found
Q1D6I7,['2.7.4.6'],No EC number found,False,False,No EC number found
C0QYH6,['1.3.1.14'],No EC number found,False,False,No EC number found
P13984,['3.6.4.12'],No EC number found,False,False,No EC number found
Q9FTZ2,['5.3.3.5'],No EC number found,False,False,No EC number found
Q8LPS1,['6.2.1.3'],No EC number found,False,False,No EC number found
Q52977,['2.7.13.3'],No EC number found,False,False,No EC number found
Q9NI63,['2.7.11.1'],No EC number found,False,False,No EC number found
P06634,['3.6.4.13'],No EC number found,False,False,No EC number found
A0R566,['4.2.1.1'],No EC number found,False,False,No EC number found
Q1IY56,['3.5.1.9'],No EC number found,False,False,No EC number found
Q7S3C9,['1.14.13.9'],No EC number found,False,False,No EC number found
Q9HKX5,['6.1.1.11'],No EC number found,False,False,No EC number found
A4SK71,['3.2.2.27'],No EC number found,False,False,No EC number found
D4GPU8,['4.1.1.97'],No EC number found,False,False,No EC number found
Q03603,['2.7.1.107'],No EC number found,False,False,No EC number found
Q10737,['3.4.11.2'],No EC number found,False,False,No EC number found
Q5A0Y2,['5.4.99.43'],5.4.99.43,True,True,5
Q9ZSY9,['4.2.99.-'],No EC number found,False,False,No EC number found
A6W7V4,['3.1.26.4'],No EC number found,False,False,No EC number found
P0CP95,['5.2.1.8'],No EC number found,False,False,No EC number found
Q8NMB2,['2.7.7.85'],No EC number found,False,False,No EC number found
Q93Z38,['2.6.1.-'],No EC number found,False,False,No EC number found
P57054,['2.4.1.198'],No EC number found,False,False,No EC number found
Q9USJ1,['2.8.1.2'],No EC number found,False,False,No EC number found
Q5WKF5,['1.8.4.8'],No EC number found,False,False,No EC number found
P04425,['6.3.2.3'],No EC number found,False,False,No EC number found
A6SY30,['6.1.1.3'],No EC number found,False,False,No EC number found
Q9X0Z9,['6.3.5.7'],No EC number found,False,False,No EC number found
Q7NAE3,['2.4.99.-'],2.5.1.145,False,True,2
Q9C8T8,['1.8.-.-'],No EC number found,False,False,No EC number found
Q7VAS9,['2.6.1.11'],No EC number found,False,False,No EC number found
Q595W7,['2.3.1.1'],2.3.1.1,True,True,2
O64046,['4.2.2.n1'],No EC number found,False,False,No EC number found
Q6C4C9,['5.2.1.8'],No EC number found,False,False,No EC number found
Q89WB1,['5.4.99.25'],No EC number found,False,False,No EC number found
P56081,['4.2.3.4'],No EC number found,False,False,No EC number found
Q58988,['6.3.5.3'],No EC number found,False,False,No EC number found
A2BWR1,['2.7.1.148'],No EC number found,False,False,No EC number found
B8NM69,['3.4.-.-'],No EC number found,False,False,No EC number found
P54676,['2.7.1.137'],No EC number found,False,False,No EC number found
P15555,['3.4.16.4'],No EC number found,False,False,No EC number found
A7HCQ8,['1.17.7.4'],No EC number found,False,False,No EC number found
B5YK86,['6.2.1.14'],No EC number found,False,False,No EC number found
Q2FHU5,['1.14.99.48'],No EC number found,False,False,No EC number found
B1VKF0,['6.4.1.2'],No EC number found,False,False,No EC number found
Q9PER5,['4.3.3.7'],No EC number found,False,False,No EC number found
Q9LDY2,['1.2.4.4'],No EC number found,False,False,No EC number found
E0SDG8,['3.1.-.-'],No EC number found,False,False,No EC number found
P51547,['1.15.1.1'],No EC number found,False,False,No EC number found
Q54W16,['3.1.4.-'],3.1.4.-,True,True,3
Q02081,['1.10.3.2'],No EC number found,False,False,No EC number found
P13398,['3.5.2.12'],No EC number found,False,False,No EC number found
P56985,['5.1.3.2'],No EC number found,False,False,No EC number found
P42517,['5.4.99.5'],No EC number found,False,False,No EC number found
P11014,['3.6.4.-'],No EC number found,False,False,No EC number found
P0AE54,['1.11.1.15'],No EC number found,False,False,No EC number found
Q8YGH4,['3.6.1.1'],No EC number found,False,False,No EC number found
Q6L125,['1.2.1.59'],No EC number found,False,False,No EC number found
Q189Q3,['3.1.-.-'],No EC number found,False,False,No EC number found
P04670,['1.7.3.3'],No EC number found,False,False,No EC number found
O80623,['2.7.11.-'],No EC number found,False,False,No EC number found
P14892,['3.5.1.28'],No EC number found,False,False,No EC number found
Q9K809,['3.4.21.-'],No EC number found,False,False,No EC number found
Q2RBB1,['3.2.1.78'],No EC number found,False,False,No EC number found
P07101,['1.14.16.2'],No EC number found,False,False,No EC number found
Q9SR70,['5.2.1.8'],No EC number found,False,False,No EC number found
O14057,['3.5.4.3'],No EC number found,False,False,No EC number found
P16278,['3.2.1.23'],No EC number found,False,False,No EC number found
Q5FJN0,['6.1.1.15'],No EC number found,False,False,No EC number found
Q7M9N9,['2.5.1.3'],No EC number found,False,False,No EC number found
Q8JGM4,['1.8.3.2'],No EC number found,False,False,No EC number found
P67586,['6.1.1.2'],No EC number found,False,False,No EC number found
O24575,['4.1.1.50'],No EC number found,False,False,No EC number found
P54679,['3.6.3.6'],No EC number found,False,False,No EC number found
Q9LCX3,['6.3.5.7'],No EC number found,False,False,No EC number found
Q59757,['4.1.1.31'],No EC number found,False,False,No EC number found
P12364,['2.1.1.72'],No EC number found,False,False,No EC number found
Q59543,['1.4.9.1'],No EC number found,False,False,No EC number found
A7ZBF3,['1.6.5.11'],No EC number found,False,False,No EC number found
P11513,['2.7.7.6'],No EC number found,False,False,No EC number found
Q6AMA0,['6.1.1.9'],No EC number found,False,False,No EC number found
P46588,['2.7.7.7'],No EC number found,False,False,No EC number found
Q7U4U9,['3.1.3.77'],No EC number found,False,False,No EC number found
Q3AAE9,['2.5.1.7'],No EC number found,False,False,No EC number found
Q8VPF3,['2.8.3.6'],No EC number found,False,False,No EC number found
Q4PGW7,['1.6.2.2'],No EC number found,False,False,No EC number found
Q9KQH9,['2.3.1.179'],No EC number found,False,False,No EC number found
Q86ZV0,['1.1.1.9'],No EC number found,False,False,No EC number found
A5F9G1,['1.2.1.72'],No EC number found,False,False,No EC number found
Q9RKB5,['1.14.13.-'],No EC number found,False,False,No EC number found
Q9AUE0,['2.4.1.34'],No EC number found,False,False,No EC number found
Q13523,['2.7.11.1'],No EC number found,False,False,No EC number found
Q5QYC3,['3.1.-.-'],No EC number found,False,False,No EC number found
Q4L525,['6.3.2.7'],No EC number found,False,False,No EC number found
Q3BW59,['2.3.2.8'],No EC number found,False,False,No EC number found
Q9C2H9,['6.1.1.10'],No EC number found,False,False,No EC number found
Q2JJ74,['6.3.4.19'],No EC number found,False,False,No EC number found
B0THR7,['5.4.99.25'],No EC number found,False,False,No EC number found
Q938W0,['3.6.1.31'],No EC number found,False,False,No EC number found
O86951,['2.1.1.-'],No EC number found,False,False,No EC number found
P57485,['6.3.2.2'],No EC number found,False,False,No EC number found
O16796,['3.4.24.-'],No EC number found,False,False,No EC number found
Q8UHA8,['2.7.1.39'],No EC number found,False,False,No EC number found
Q6AJ52,['6.3.2.9'],No EC number found,False,False,No EC number found
O67074,['2.7.7.7'],No EC number found,False,False,No EC number found
Q49422,['3.1.22.-'],3.1.21.10,False,True,3
B1YHD4,['1.13.11.11'],No EC number found,False,False,No EC number found
A6LXQ2,['1.6.5.11'],No EC number found,False,False,No EC number found
Q9U2Q9,['2.7.11.26'],No EC number found,False,False,No EC number found
Q3B8N0,['3.4.22.-'],No EC number found,False,False,No EC number found
Q8NJQ5,['3.2.1.14'],No EC number found,False,False,No EC number found
Q9BV57,['1.13.11.54'],No EC number found,False,False,No EC number found
Q6CC39,['5.4.99.-'],No EC number found,False,False,No EC number found
Q8THC7,['6.3.5.2'],No EC number found,False,False,No EC number found
P20135,['2.5.1.18'],No EC number found,False,False,No EC number found
Q3J841,['1.6.5.11'],No EC number found,False,False,No EC number found
O07165,['4.6.1.16'],No EC number found,False,False,No EC number found
Q6G5A9,['1.1.1.25'],No EC number found,False,False,No EC number found
P0A509,['6.3.4.14'],No EC number found,False,False,No EC number found
Q9X1K9,['4.3.3.7'],No EC number found,False,False,No EC number found
Q4FLS7,['2.7.8.7'],No EC number found,False,False,No EC number found
Q57612,['5.4.99.25'],No EC number found,False,False,No EC number found
B0G103,['2.3.1.-'],No EC number found,False,False,No EC number found
Q19768,['4.6.1.2'],No EC number found,False,False,No EC number found
Q3B7H2,['2.7.7.41'],No EC number found,False,False,No EC number found
Q9RU10,['5.1.1.3'],No EC number found,False,False,No EC number found
P55354,['4.2.1.47'],No EC number found,False,False,No EC number found
O31618,['2.8.1.10'],No EC number found,False,False,No EC number found
Q06244,['5.4.99.43'],5.4.99.43,True,True,5
Q97W70,['2.7.1.39'],No EC number found,False,False,No EC number found
Q88AE9,['1.2.1.8'],No EC number found,False,False,No EC number found
A0B8F1,['6.2.1.1'],No EC number found,False,False,No EC number found
Q97FL9,['4.3.1.7'],No EC number found,False,False,No EC number found
Q4FM56,['6.1.1.17'],No EC number found,False,False,No EC number found
A0R1T4,['1.14.13.127'],No EC number found,False,False,No EC number found
Q8ZTX5,['2.5.1.41'],No EC number found,False,False,No EC number found
Q9Y4K4,['2.7.11.1'],No EC number found,False,False,No EC number found
Q9VMJ7,['1.14.11.-'],No EC number found,False,False,No EC number found
Q2S4B9,['2.3.2.6'],No EC number found,False,False,No EC number found
F4JXF9,['2.7.7.6'],No EC number found,False,False,No EC number found
A0PYE7,['4.2.1.10'],No EC number found,False,False,No EC number found
B7LWM0,['2.4.2.52'],No EC number found,False,False,No EC number found
Q53046,['1.2.7.-'],No EC number found,False,False,No EC number found
O80396,['2.7.12.2'],No EC number found,False,False,No EC number found
P67499,['2.1.1.33'],No EC number found,False,False,No EC number found
Q9VFC8,['2.4.1.11'],No EC number found,False,False,No EC number found
P77735,['1.-.-.-'],No EC number found,False,False,No EC number found
A9WIS2,['1.2.1.70'],No EC number found,False,False,No EC number found
P0A577,['4.99.1.1'],No EC number found,False,False,No EC number found
A6QGF8,['2.7.4.22'],No EC number found,False,False,No EC number found
Q9HCQ5,['2.4.1.41'],No EC number found,False,False,No EC number found
B2KES3,['5.1.99.6'],5.1.99.6,True,True,5
Q9Y7U9,['2.7.7.72'],No EC number found,False,False,No EC number found
Q9B6E9,['1.6.5.3'],7.1.1.2,False,False,7
Q1D7R9,['6.1.1.14'],No EC number found,False,False,No EC number found
Q9CXI3,['1.14.17.-'],No EC number found,False,False,No EC number found
Q93TL5,['1.3.7.5'],No EC number found,False,False,No EC number found
Q27562,['3.4.25.1'],No EC number found,False,False,No EC number found
Q9USW3,['3.2.1.-'],No EC number found,False,False,No EC number found
Q7CKG8,['2.7.4.23'],No EC number found,False,False,No EC number found
A8FCN9,['2.7.7.77'],No EC number found,False,False,No EC number found
Q9FUT0,['2.5.1.18'],No EC number found,False,False,No EC number found
P24183,['1.1.5.6'],No EC number found,False,False,No EC number found
P39464,['2.5.1.29'],No EC number found,False,False,No EC number found
Q5WJM5,['4.6.1.17'],No EC number found,False,False,No EC number found
A1DN11,['2.3.1.-'],2.3.1.-,True,True,2
Q8E9K5,['2.7.7.n1'],No EC number found,False,False,No EC number found
A0L6H5,['3.1.11.6'],No EC number found,False,False,No EC number found
P20169,['2.7.13.3'],No EC number found,False,False,No EC number found
O59802,['2.4.1.198'],No EC number found,False,False,No EC number found
Q04508,['1.13.12.-'],No EC number found,False,False,No EC number found
P40912,['3.2.1.26'],No EC number found,False,False,No EC number found
O66473,['2.5.1.16'],No EC number found,False,False,No EC number found
P25783,['3.4.22.50'],No EC number found,False,False,No EC number found
Q89A59,['5.1.3.1'],No EC number found,False,False,No EC number found
Q67XC9,['3.1.3.12'],No EC number found,False,False,No EC number found
P29271,['4.1.2.13'],No EC number found,False,False,No EC number found
A8ZXW5,['6.3.2.9'],No EC number found,False,False,No EC number found
Q6C835,['3.6.4.13'],No EC number found,False,False,No EC number found
O32085,['1.13.11.20'],No EC number found,False,False,No EC number found
Q50036,['2.8.1.1'],No EC number found,False,False,No EC number found
Q3ZFI4,['3.1.1.49'],No EC number found,False,False,No EC number found
Q8EW34,['5.3.1.1'],No EC number found,False,False,No EC number found
O22907,['3.6.4.13'],No EC number found,False,False,No EC number found
E3PRK1,['4.3.1.14'],No EC number found,False,False,No EC number found
Q7MZB5,['4.1.3.40'],No EC number found,False,False,No EC number found
Q500W7,['2.4.1.-'],No EC number found,False,False,No EC number found
Q0TUT1,['2.7.1.-'],No EC number found,False,False,No EC number found
A9G9R0,['2.5.1.75'],No EC number found,False,False,No EC number found
P35125,['3.4.19.12'],No EC number found,False,False,No EC number found
Q9FML2,['3.5.1.98'],No EC number found,False,False,No EC number found
Q8F724,['2.3.1.-'],2.3.1.269,False,True,2
A8ZXL1,['3.1.3.5'],No EC number found,False,False,No EC number found
Q9XCW3,['2.3.1.209'],No EC number found,False,False,No EC number found
P49674,['2.7.11.1'],No EC number found,False,False,No EC number found
O34769,['3.-.-.-'],No EC number found,False,False,No EC number found
Q9NV58,['2.3.2.-'],No EC number found,False,False,No EC number found
Q65JA9,['2.5.1.75'],No EC number found,False,False,No EC number found
A5UTG1,['5.1.1.3'],No EC number found,False,False,No EC number found
A4XG24,['3.5.4.16'],No EC number found,False,False,No EC number found
Q54IL7,['1.5.1.2'],No EC number found,False,False,No EC number found
Q97D83,['1.11.1.1'],No EC number found,False,False,No EC number found
Q02140,['2.2.1.6'],No EC number found,False,False,No EC number found
Q9UTL3,['5.3.1.6'],No EC number found,False,False,No EC number found
Q5W270,['1.-.-.-'],No EC number found,False,False,No EC number found
Q6NXK5,['3.1.3.-'],No EC number found,False,False,No EC number found
Q745W0,['3.1.-.-'],No EC number found,False,False,No EC number found
B0S1C0,['2.8.4.3'],No EC number found,False,False,No EC number found
Q8D2Z6,['2.4.1.227'],No EC number found,False,False,No EC number found
P43155,['2.3.1.7'],No EC number found,False,False,No EC number found
E1QCT1,['3.1.26.3'],3.1.26.3,True,True,3
A5EV79,['1.3.5.2'],No EC number found,False,False,No EC number found
A6H098,['1.4.3.5'],No EC number found,False,False,No EC number found
Q9M7B8,['1.14.13.118'],No EC number found,False,False,No EC number found
Q8L539,['6.3.3.2'],No EC number found,False,False,No EC number found
Q8BK48,['3.1.1.88'],No EC number found,False,False,No EC number found
Q5FUJ2,['6.3.2.4'],No EC number found,False,False,No EC number found
B3MN22,['6.3.5.-'],No EC number found,False,False,No EC number found
Q9FWS6,['3.1.-.-'],No EC number found,False,False,No EC number found
B9FCV3,['2.4.-.-'],No EC number found,False,False,No EC number found
P08877,['2.7.11.-'],No EC number found,False,False,No EC number found
P33802,['2.7.1.21'],2.7.1.21,True,True,2
Q5AJY5,['2.4.1.-'],No EC number found,False,False,No EC number found
P0CQ03,['5.2.1.8'],No EC number found,False,False,No EC number found
Q492V0,['6.1.1.20'],No EC number found,False,False,No EC number found
Q8ESX0,['5.3.1.14'],No EC number found,False,False,No EC number found
Q6A9Q5,['2.7.8.13'],No EC number found,False,False,No EC number found
Q9WX15,['1.2.1.70'],No EC number found,False,False,No EC number found
Q0WRJ7,['5.2.1.8'],No EC number found,False,False,No EC number found
C5P3X6,['3.4.24.-'],No EC number found,False,False,No EC number found
Q0QFQ1,['1.14.13.24'],No EC number found,False,False,No EC number found
G3XD46,['3.4.16.4'],No EC number found,False,False,No EC number found
Q9V0M0,['2.1.1.-'],No EC number found,False,False,No EC number found
O14028,['2.1.1.-'],2.1.1.297,False,True,2
P54737,['2.7.11.1'],No EC number found,False,False,No EC number found
Q7PPA5,['3.6.3.8'],No EC number found,False,False,No EC number found
Q97EF3,['4.1.1.48'],No EC number found,False,False,No EC number found
P10329,['1.6.5.3'],7.1.1.2,False,False,7
P90648,['2.7.11.7'],No EC number found,False,False,No EC number found
Q03CB3,['2.7.1.50'],No EC number found,False,False,No EC number found
O27900,['5.3.1.23'],No EC number found,False,False,No EC number found
Q82XD4,['2.5.1.16'],No EC number found,False,False,No EC number found
Q9FQ09,['3.6.4.12'],No EC number found,False,False,No EC number found
Q9ZND4,['4.2.1.33'],No EC number found,False,False,No EC number found
Q00870,['4.2.1.95'],No EC number found,False,False,No EC number found
P18545,['3.1.4.35'],No EC number found,False,False,No EC number found
A9A450,['1.1.1.37'],No EC number found,False,False,No EC number found
P28857,['2.7.7.7'],No EC number found,False,False,No EC number found
Q8UB75,['5.3.1.17'],No EC number found,False,False,No EC number found
Q9KPY7,['2.4.2.9'],No EC number found,False,False,No EC number found
Q2JJ74,['6.3.4.19'],No EC number found,False,False,No EC number found
O43567,['2.3.2.27'],No EC number found,False,False,No EC number found
P34114,['2.4.1.1'],No EC number found,False,False,No EC number found
Q96J02,['2.3.2.26'],No EC number found,False,False,No EC number found
Q39101,['1.16.3.1'],No EC number found,False,False,No EC number found
P17707,['4.1.1.50'],No EC number found,False,False,No EC number found
A5H8G4,['1.11.1.7'],No EC number found,False,False,No EC number found
A5DLR3,['3.6.4.13'],No EC number found,False,False,No EC number found
C0QKZ6,['6.3.5.-'],No EC number found,False,False,No EC number found
Q9KNE8,['2.4.1.18'],No EC number found,False,False,No EC number found
Q8EX97,['5.1.1.1'],No EC number found,False,False,No EC number found
Q8RA74,['4.1.1.50'],No EC number found,False,False,No EC number found
Q89AK9,['3.1.3.25'],No EC number found,False,False,No EC number found
O57693,['1.2.1.90'],No EC number found,False,False,No EC number found
O66780,['1.11.1.-'],No EC number found,False,False,No EC number found
D4APE3,['3.4.21.-'],No EC number found,False,False,No EC number found
P61802,['3.-.-.-'],No EC number found,False,False,No EC number found
P73667,['4.3.99.3'],No EC number found,False,False,No EC number found
P60967,['2.4.99.-'],No EC number found,False,False,No EC number found
Q9KX58,['5.3.1.9'],5.3.1.9,True,True,5
P46373,['1.14.-.-'],No EC number found,False,False,No EC number found
Q746C2,['3.1.-.-'],No EC number found,False,False,No EC number found
E8MF12,['2.7.1.162'],No EC number found,False,False,No EC number found
Q8TAA1,['3.1.27.-'],No EC number found,False,False,No EC number found
Q9HL99,['6.1.1.3'],No EC number found,False,False,No EC number found
Q24093,['3.1.1.-'],No EC number found,False,False,No EC number found
Q9KLX7,['6.3.4.3'],No EC number found,False,False,No EC number found
P76254,['1.-.-.-'],No EC number found,False,False,No EC number found
Q38802,['5.5.1.13'],No EC number found,False,False,No EC number found
Q8YVC1,['1.1.1.25'],No EC number found,False,False,No EC number found
Q6DDK5,['2.2.1.-'],No EC number found,False,False,No EC number found
Q9HJT5,['5.3.1.6'],No EC number found,False,False,No EC number found
Q9VX91,['2.3.2.27'],No EC number found,False,False,No EC number found
Q9RP48,['2.4.99.16'],No EC number found,False,False,No EC number found
Q9PM99,['1.6.5.11'],No EC number found,False,False,No EC number found
Q1IYG7,['4.1.1.11'],No EC number found,False,False,No EC number found
